time1,batteryLevel,batteryPercent,wirelessSignal,sensorsQuality,time2,actionEye,actionUpperFace,powerUpperFace,actionLowerFace,powerLowerFace,time3,engagement,excitement,longTermExcitement,stress,relaxation,interest,focus,isENG,isEXC,isSTR,isREL,isINT,isFOC,time11,Pleasure,Arousal,Dominance,time0,momentId,SAM-selectionP,SAM-selectionA,SAM-selectionD
,,,,,1722275125.5081,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.5397,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.5714,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.6032,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.6349,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.6667,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.6985,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.73,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.7615,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275125.7615,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.7928,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.8244,neutral,frown,0.850777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.856,neutral,frown,0.850777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.8877,neutral,frown,0.850777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.9193,neutral,frown,0.850777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.9511,neutral,frown,0.632097,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275125.9829,neutral,frown,0.632097,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.0146,neutral,frown,0.632097,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.0463,neutral,frown,0.632097,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.0781,neutral,frown,0.748644,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.1096,neutral,frown,0.748644,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.141,neutral,frown,0.748644,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.1723,neutral,frown,0.748644,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.2037,neutral,frown,0.755718,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275126.2115,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.235,neutral,frown,0.755718,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.2663,neutral,frown,0.755718,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.2976,neutral,frown,0.755718,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.3289,neutral,frown,0.718504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.3606,neutral,frown,0.718504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.3921,neutral,frown,0.718504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.4237,neutral,frown,0.718504,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.4555,neutral,frown,0.313238,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.4873,neutral,frown,0.313238,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.519,neutral,frown,0.313238,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.5505,neutral,frown,0.313238,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.5819,neutral,frown,0.137748,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.6134,neutral,frown,0.137748,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.6448,neutral,frown,0.137748,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.6763,neutral,frown,0.137748,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.7077,neutral,frown,0.071479,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275126.7235,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.7391,neutral,frown,0.071479,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.7704,neutral,frown,0.071479,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.8017,neutral,frown,0.071479,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.8329,neutral,frown,0.711171,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.8642,neutral,frown,0.711171,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.8955,blink,frown,0.711171,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.9269,blink,frown,0.711171,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.9582,blink,frown,0.793647,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275126.9895,blink,frown,0.793647,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.0208,blink,frown,0.793647,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.0521,neutral,frown,0.793647,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.0838,neutral,frown,0.971499,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.1155,neutral,frown,0.971499,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.1472,neutral,frown,0.971499,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.1789,neutral,frown,0.971499,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.2106,neutral,frown,0.998578,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275127.2184,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.2424,neutral,frown,0.998578,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.2741,neutral,frown,0.998578,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.3058,neutral,frown,0.998578,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.3376,neutral,frown,0.872705,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.3693,neutral,frown,0.872705,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.4011,neutral,frown,0.872705,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.4326,neutral,frown,0.872705,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.4642,neutral,frown,0.2008,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.4958,neutral,frown,0.2008,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.5275,neutral,frown,0.2008,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.5592,neutral,frown,0.2008,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.5908,neutral,frown,0.26183,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.6222,neutral,frown,0.26183,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.6535,neutral,frown,0.26183,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.6848,neutral,frown,0.26183,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.7161,neutral,frown,0.108294,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275127.7161,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.7475,neutral,frown,0.108294,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.779,neutral,frown,0.108294,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.8106,neutral,frown,0.108294,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.8424,neutral,frown,0.056782,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.8742,neutral,frown,0.056782,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.9059,neutral,frown,0.056782,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.9376,neutral,frown,0.056782,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275127.9693,neutral,frown,0.066813,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.0012,neutral,frown,0.066813,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.0327,neutral,frown,0.066813,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.0642,neutral,frown,0.066813,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.0956,neutral,frown,0.513414,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.1269,neutral,frown,0.513414,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.1582,neutral,frown,0.513414,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.1896,neutral,frown,0.513414,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.2213,neutral,frown,0.692284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275128.2213,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.2531,neutral,frown,0.692284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.2849,neutral,frown,0.692284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.3166,neutral,frown,0.692284,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.3483,neutral,frown,0.706628,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.38,neutral,frown,0.706628,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.4115,neutral,frown,0.706628,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.4429,neutral,frown,0.706628,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.4742,neutral,frown,0.314702,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.5054,neutral,frown,0.314702,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.5368,neutral,frown,0.314702,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.5681,neutral,frown,0.314702,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.5993,neutral,frown,0.078298,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.631,neutral,frown,0.078298,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.6628,neutral,frown,0.078298,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.6945,neutral,frown,0.078298,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.7262,neutral,frown,0.200853,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275128.7262,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.758,neutral,frown,0.200853,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.7898,neutral,frown,0.200853,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.8215,neutral,frown,0.200853,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.8532,neutral,frown,0.385049,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.8849,neutral,frown,0.385049,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.9165,neutral,frown,0.385049,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.9479,neutral,frown,0.385049,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275128.9792,neutral,frown,0.484855,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.0105,neutral,frown,0.484855,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.0418,neutral,frown,0.484855,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.0732,neutral,frown,0.484855,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.1045,neutral,frown,0.581446,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.1357,neutral,frown,0.581446,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.167,neutral,frown,0.581446,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.1983,neutral,frown,0.581446,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1722275129.2297,-1,-1,-1,-1,-1,-1,-1,false,false,false,false,false,false,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,1722275129.2297,0,0,0,,,,,
,,,,,1722275129.2297,neutral,frown,0.185532,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275129.2297,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.261,neutral,frown,0.185532,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.2923,neutral,frown,0.185532,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.3236,neutral,frown,0.185532,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.3549,neutral,frown,0.168005,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.3862,neutral,frown,0.168005,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.4175,neutral,frown,0.168005,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.4488,neutral,frown,0.168005,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.4801,neutral,frown,0.153944,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.5114,neutral,frown,0.153944,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.5428,neutral,frown,0.153944,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.5741,neutral,frown,0.153944,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.6054,neutral,frown,0.194727,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.6367,neutral,frown,0.194727,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.6681,neutral,frown,0.194727,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.6993,neutral,frown,0.194727,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.7306,neutral,frown,0.32192,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275129.7385,3,59,0.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.7619,neutral,frown,0.32192,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.7932,neutral,frown,0.32192,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.8246,neutral,frown,0.32192,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.8559,neutral,frown,0.224563,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.8872,neutral,frown,0.224563,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.9185,neutral,frown,0.224563,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.9498,neutral,frown,0.224563,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275129.9812,neutral,frown,0.041802,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.0124,neutral,frown,0.041802,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.0437,neutral,frown,0.041802,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.075,neutral,frown,0.041802,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.1063,neutral,frown,0.03345,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.1377,neutral,frown,0.03345,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.169,neutral,frown,0.03345,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.2003,neutral,frown,0.03345,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.2316,neutral,frown,0.030737,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275130.2316,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.263,neutral,frown,0.030737,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.2943,neutral,frown,0.030737,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.3256,neutral,frown,0.030737,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.3568,neutral,frown,0.024432,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.3881,neutral,frown,0.024432,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.4195,neutral,frown,0.024432,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.4508,neutral,frown,0.024432,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.4821,neutral,frown,0.080877,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.5134,neutral,frown,0.080877,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.5447,neutral,frown,0.080877,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.5761,neutral,frown,0.080877,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.6074,neutral,frown,0.175796,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.6386,neutral,frown,0.175796,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.6699,neutral,frown,0.175796,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.7012,neutral,frown,0.175796,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.7326,neutral,frown,0.193276,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275130.7404,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.7639,neutral,frown,0.193276,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.7952,neutral,frown,0.193276,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.8265,neutral,frown,0.193276,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.8579,neutral,frown,0.552118,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.8892,neutral,frown,0.552118,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.9204,neutral,frown,0.552118,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.9517,neutral,frown,0.552118,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275130.983,neutral,frown,0.769039,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.0144,neutral,frown,0.769039,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.0457,neutral,frown,0.769039,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.077,neutral,frown,0.769039,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.1083,neutral,frown,0.957225,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.1396,neutral,frown,0.957225,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.171,neutral,frown,0.957225,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.2023,neutral,frown,0.957225,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.2336,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275131.2336,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.2651,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.2964,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.3278,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.3591,neutral,frown,0.628793,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.3904,neutral,frown,0.628793,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.4221,neutral,frown,0.628793,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.4536,blink,frown,0.628793,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.485,blink,frown,0.644898,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.5163,blink,frown,0.644898,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.5476,blink,frown,0.644898,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.5792,blink,frown,0.644898,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.6108,neutral,frown,0.474119,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.6423,neutral,frown,0.474119,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.6736,neutral,frown,0.474119,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.7049,neutral,frown,0.474119,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.7366,neutral,frown,0.489491,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275131.7366,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.7682,neutral,frown,0.489491,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.7995,neutral,frown,0.489491,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.8308,neutral,frown,0.489491,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.8622,neutral,frown,0.407023,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.8939,neutral,frown,0.407023,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.9255,neutral,frown,0.407023,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.9568,neutral,frown,0.407023,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275131.9881,neutral,frown,0.744003,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.0194,neutral,frown,0.744003,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.0511,neutral,frown,0.744003,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.0829,neutral,frown,0.744003,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.1142,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.1455,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.1769,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.2087,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.2402,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
1722275132.2481,3,59,1.0,[4-4-4-4-4-100],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.2715,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.3028,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.3341,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.3659,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.3976,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.4289,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.4602,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.4916,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.5234,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.5551,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.5866,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.6179,neutral,frown,0.818777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.6494,neutral,frown,0.818777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.6812,neutral,frown,0.818777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.7129,neutral,frown,0.818777,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1722275132.7442,neutral,frown,1.0,neutral,0.0,,,,,,,,,,,,,,,,,,,,,,,
